step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
231,CASH_IN,30407.08,C2062658083,3957322.9,3987729.98,C863205709,116677.62,86270.54,0,0
178,CASH_OUT,451329.38,C1889294182,0.0,0.0,C315120223,1084565.2,1535894.59,0,0
597,CASH_OUT,288101.15,C1619030405,0.0,0.0,C1169325948,2728073.38,3016174.53,0,0
400,PAYMENT,41861.95,C355743017,0.0,0.0,M1964492327,0.0,0.0,0,0
283,PAYMENT,9230.47,C1372242259,438.0,0.0,M929548752,0.0,0.0,0,0
400,PAYMENT,3311.72,C718321179,0.0,0.0,M1921704994,0.0,0.0,0,0
256,CASH_OUT,214456.62,C1615749647,20533.08,0.0,C1689115830,2199793.68,2414250.3,0,0
11,CASH_OUT,67596.75,C1008048449,0.0,0.0,C933059493,7052408.65,7120005.4,0,0
288,PAYMENT,17072.62,C903919944,38333.0,21260.38,M453201831,0.0,0.0,0,0
203,TRANSFER,934342.19,C470004698,0.0,0.0,C1136412851,5903259.64,6837601.83,0,0
46,PAYMENT,6159.01,C844116581,49948.0,43788.99,M480344121,0.0,0.0,0,0
471,PAYMENT,5947.44,C1810444753,13087.33,7139.89,M1063769351,0.0,0.0,0,0
213,PAYMENT,4619.29,C1249972737,42173.0,37553.71,M1888161183,0.0,0.0,0,0
255,CASH_OUT,28334.55,C1567900368,206.0,0.0,C1370333504,1034879.31,1063213.86,0,0
262,PAYMENT,1157.4,C5196708,45455.0,44297.6,M1501468980,0.0,0.0,0,0
9,CASH_OUT,303553.55,C1670525942,0.0,0.0,C1262016786,321035.48,885968.09,0,0
225,CASH_OUT,495739.88,C263001764,3049.0,0.0,C1872274431,399783.76,895523.64,0,0
203,CASH_OUT,69078.41,C1430687344,0.0,0.0,C1328144199,394192.96,463271.37,0,0
283,CASH_OUT,85465.18,C13713001,6664.0,0.0,C463659416,0.0,85465.18,0,0
210,CASH_OUT,242120.25,C1369623238,11205.0,0.0,C52439242,0.0,242120.25,0,0
350,CASH_IN,322714.12,C1290308131,3683120.06,4005834.18,C801443433,374965.37,52251.25,0,0
183,CASH_OUT,34668.1,C966202838,416228.0,381559.9,C1638072755,1050540.39,1085208.48,0,0
323,CASH_OUT,359922.27,C123144422,0.0,0.0,C331137421,1476167.75,1836090.01,0,0
158,CASH_OUT,264749.46,C373712703,0.0,0.0,C881248417,266301.45,531050.9,0,0
546,CASH_OUT,131654.72,C2093462390,177.0,0.0,C558063816,0.0,131654.72,0,0
380,PAYMENT,8442.99,C1033343844,480902.58,472459.59,M1723140956,0.0,0.0,0,0
328,CASH_IN,80670.08,C866036471,36868.0,117538.08,C1464088340,1515512.23,1434842.15,0,0
304,TRANSFER,10000000.0,C109389904,51906.0,0.0,C1537065060,63322.77,15263081.33,0,0
403,CASH_OUT,18581.09,C850197062,21531.0,2949.91,C1844311682,8211223.04,8229804.12,0,0
277,CASH_IN,7674.38,C1524010301,391.0,8065.38,C1771858759,1026925.54,1019251.15,0,0
210,CASH_OUT,246406.05,C1543573239,0.0,0.0,C2117724523,1047399.84,1293805.89,0,0
11,CASH_OUT,356978.85,C368820936,17960.32,0.0,C387251817,179174.67,1705645.18,0,0
230,CASH_OUT,401283.16,C1458019186,51170.0,0.0,C797015968,251768.18,653051.34,0,0
253,CASH_OUT,74846.23,C575719440,130153.0,55306.77,C136106538,383901.96,458748.19,0,0
353,PAYMENT,23090.94,C446712805,262047.9,238956.96,M1886821294,0.0,0.0,0,0
162,CASH_OUT,50037.91,C1856430074,305461.0,255423.09,C45888787,0.0,50037.91,0,0
183,CASH_IN,125676.78,C1190451617,12518.0,138194.78,C1137348487,0.0,0.0,0,0
158,PAYMENT,8988.65,C1254542271,0.0,0.0,M2032985714,0.0,0.0,0,0
640,CASH_IN,5085.2,C1717276527,27911.0,32996.2,C1376998831,423619.67,418534.47,0,0
326,CASH_IN,53079.38,C935937131,17279.0,70358.38,C34929475,0.0,0.0,0,0
157,CASH_IN,77171.47,C880634999,736056.01,813227.48,C1675764449,1325592.22,1248420.76,0,0
39,CASH_OUT,244183.08,C1421078400,79776.0,0.0,C1525416709,1467159.64,1711342.71,0,0
250,CASH_IN,19701.2,C841287033,276896.0,296597.2,C1937801650,388758.26,369057.07,0,0
14,CASH_OUT,7848.13,C2006011665,0.0,0.0,C1191713843,286323.0,0.0,0,0
6,PAYMENT,30704.7,C774320733,171.0,0.0,M1888859784,0.0,0.0,0,0
304,CASH_OUT,266528.64,C773166023,334.0,0.0,C897221111,0.0,266528.64,0,0
349,TRANSFER,1921395.59,C1861959152,29614.1,0.0,C915699173,2148625.39,4070020.98,0,0
544,TRANSFER,244448.51,C1891545655,20186.0,0.0,C1825706252,82914.41,327362.92,0,0
155,CASH_IN,116834.45,C153378560,46320.0,163154.45,C1788777969,0.0,0.0,0,0
311,CASH_IN,129539.07,C1781997867,6921874.1,7051413.18,C708872,460464.36,330925.29,0,0
356,PAYMENT,4503.3,C756491239,153220.0,148716.7,M1039738443,0.0,0.0,0,0
405,CASH_IN,46013.59,C1670914941,12610.0,58623.59,C1247905170,0.0,0.0,0,0
257,CASH_OUT,221556.59,C625506117,115201.0,0.0,C83724291,810387.21,1031943.8,0,0
48,PAYMENT,8661.36,C1854628063,153510.0,144848.64,M1087486017,0.0,0.0,0,0
214,PAYMENT,10412.6,C464801749,627.0,0.0,M1078346226,0.0,0.0,0,0
181,PAYMENT,3496.87,C771523541,22741.0,19244.13,M867238881,0.0,0.0,0,0
371,PAYMENT,4707.61,C925234481,66811.0,62103.39,M1095058924,0.0,0.0,0,0
332,CASH_IN,233719.0,C148889854,8924268.68,9157987.68,C1027263035,284263.52,50544.52,0,0
345,CASH_OUT,53369.7,C439806745,49.0,0.0,C1368947039,24622.36,77992.05,0,0
143,TRANSFER,155854.37,C1352884053,155854.37,0.0,C769290642,0.0,0.0,1,0
346,CASH_OUT,108483.88,C2046088009,11538.0,0.0,C308144991,0.0,108483.88,0,0
303,CASH_IN,206610.58,C1608349969,5069.0,211679.58,C1704934252,84913.46,0.0,0,0
19,CASH_OUT,269570.5,C677086211,0.0,0.0,C300217820,386221.71,655792.21,0,0
354,CASH_OUT,6137.43,C508299550,0.0,0.0,C885840190,1266298.81,1272436.24,0,0
353,TRANSFER,909632.22,C1100351804,0.0,0.0,C2144566532,3182157.22,4091789.45,0,0
398,CASH_OUT,36147.23,C1356460451,0.0,0.0,C1333318914,3465536.37,3593752.57,0,0
378,PAYMENT,8987.41,C2094598782,0.0,0.0,M875263033,0.0,0.0,0,0
688,CASH_IN,192710.59,C1426529899,3231358.46,3424069.05,C449261773,43136262.71,42943552.12,0,0
451,PAYMENT,1091.24,C108651150,1093.0,1.76,M131137600,0.0,0.0,0,0
397,CASH_OUT,27869.01,C1096903113,1100.52,0.0,C44316462,1427972.99,1455842.0,0,0
376,PAYMENT,11697.51,C1554359360,21488.0,9790.49,M1003904538,0.0,0.0,0,0
165,CASH_IN,365300.42,C1719851524,153451.0,518751.42,C630207496,0.0,0.0,0,0
22,CASH_OUT,97681.88,C1262112900,17812.0,0.0,C1032419704,20524.68,118206.56,0,0
166,CASH_OUT,89956.78,C868755740,3620.0,0.0,C107381266,0.0,89956.78,0,0
232,CASH_OUT,239077.02,C1977556093,20417.0,0.0,C1013166922,0.0,239077.02,0,0
181,PAYMENT,18332.22,C1393424546,0.0,0.0,M744898872,0.0,0.0,0,0
136,CASH_OUT,129985.44,C1200904806,0.0,0.0,C1335008547,211138.92,341124.36,0,0
328,CASH_OUT,40465.53,C1473429518,4.0,0.0,C1716074103,1128128.51,1168594.04,0,0
599,TRANSFER,185207.83,C424160587,0.0,0.0,C1084300845,625379.32,810587.15,0,0
137,TRANSFER,287046.11,C545922700,0.0,0.0,C1967078624,8003136.24,8290182.35,0,0
302,CASH_OUT,183693.55,C687026594,0.0,0.0,C570544491,3348875.85,3532569.4,0,0
6,PAYMENT,5435.22,C1754096028,0.0,0.0,M1686106686,0.0,0.0,0,0
490,CASH_IN,270614.09,C749485952,10060.0,280674.09,C904700416,0.0,0.0,0,0
281,CASH_OUT,116801.85,C1268730784,0.0,0.0,C1196156932,12903188.05,13019989.9,0,0
163,CASH_OUT,42008.11,C1585856800,84940.0,42931.89,C1515824002,220802.43,262810.53,0,0
356,PAYMENT,3790.76,C1787175915,0.0,0.0,M1279484975,0.0,0.0,0,0
17,CASH_IN,68070.75,C1878467230,496323.28,564394.04,C2118769481,201130.48,133059.73,0,0
329,CASH_IN,184548.39,C1667090838,1605508.19,1790056.58,C346937616,189472.51,4924.12,0,0
324,TRANSFER,925099.01,C483249299,146910.0,0.0,C282846589,1494531.88,2419630.89,0,0
395,CASH_IN,57907.52,C143441423,7968376.93,8026284.45,C680258334,4146598.15,4088690.64,0,0
280,CASH_IN,233398.21,C1167098227,704552.0,937950.21,C1191784912,3658843.98,3425445.77,0,0
403,CASH_OUT,213128.61,C1682536311,14184.0,0.0,C226965766,0.0,213128.61,0,0
43,CASH_IN,318334.8,C266146254,3430699.49,3749034.29,C1395713886,1103876.27,785541.47,0,0
228,PAYMENT,26539.71,C30691326,0.0,0.0,M983426582,0.0,0.0,0,0
132,CASH_OUT,143968.15,C1622987182,426.0,0.0,C882872756,3224312.74,2900447.54,0,0
234,CASH_OUT,131005.02,C1781474983,192051.87,61046.85,C434754498,2003492.76,2134497.79,0,0
253,PAYMENT,19875.01,C765536536,10767.0,0.0,M2024776314,0.0,0.0,0,0
34,PAYMENT,13857.93,C896458739,78623.44,64765.5,M1803173262,0.0,0.0,0,0
619,TRANSFER,315972.86,C2145467422,413.0,0.0,C2052128189,0.0,315972.86,0,0
353,CASH_OUT,133330.01,C1166728096,22467.0,0.0,C1786709691,336399.96,469729.97,0,0
299,TRANSFER,1901517.19,C1840298560,0.0,0.0,C263169431,3131895.11,5033412.3,0,0
321,CASH_OUT,544320.11,C356298042,0.0,0.0,C430432140,1314506.51,1858826.63,0,0
179,CASH_OUT,261595.88,C1845174519,0.0,0.0,C816461271,1708756.25,1970352.13,0,0
160,CASH_OUT,304821.76,C221252758,21796.0,0.0,C1853450152,136827.39,441649.15,0,0
281,CASH_OUT,19734.94,C79114117,0.0,0.0,C212332623,942043.3,961778.23,0,0
331,CASH_IN,107059.6,C485549522,5887577.57,5994637.16,C138430078,268778.24,161718.64,0,0
276,CASH_OUT,96275.88,C1208407522,39832.0,0.0,C2026266275,368702.7,464978.58,0,0
165,CASH_OUT,308374.18,C679406864,0.0,0.0,C1243359245,597780.84,906155.02,0,0
228,CASH_OUT,128734.02,C2102311341,49331.0,0.0,C1991924441,0.0,128734.02,0,0
297,CASH_IN,113837.74,C133542660,3889217.16,4003054.91,C1439236396,624057.83,510220.09,0,0
322,PAYMENT,15408.74,C286676445,11679.0,0.0,M1207688144,0.0,0.0,0,0
350,CASH_OUT,25234.78,C949962190,851.0,0.0,C234848547,1348367.72,1373602.5,0,0
355,CASH_OUT,365465.04,C1120964017,483.0,0.0,C1236540191,36515.22,401980.26,0,0
395,CASH_OUT,174750.35,C1595451968,6343.89,0.0,C1438467997,13818861.1,13993611.45,0,0
208,CASH_IN,97976.25,C1334662042,402.0,98378.25,C1608846944,3828403.18,3730426.92,0,0
213,PAYMENT,10871.25,C820673465,96449.0,85577.75,M293638631,0.0,0.0,0,0
400,TRANSFER,859778.6,C438326424,30312.0,0.0,C1699074421,383084.07,1242862.67,0,0
42,TRANSFER,184236.3,C1894422095,0.0,0.0,C496337361,11585263.44,11769499.74,0,0
204,PAYMENT,9919.52,C10347741,41895.04,31975.52,M1556838321,0.0,0.0,0,0
659,CASH_IN,263096.35,C39954966,16864.0,279960.35,C1434916056,0.0,0.0,0,0
378,CASH_IN,164051.98,C1008249035,14113.0,178164.98,C1287336435,262486.47,98434.5,0,0
307,CASH_IN,530.07,C1795321037,471555.36,472085.42,C267836851,10275.0,0.0,0,0
214,PAYMENT,5436.07,C1230927223,12210.0,6773.93,M1826247437,0.0,0.0,0,0
10,CASH_OUT,234837.76,C1904078004,203688.0,0.0,C1371905497,0.0,234837.76,0,0
276,CASH_OUT,39361.57,C2092367509,0.0,0.0,C2110751517,62352.13,101713.71,0,0
692,PAYMENT,11238.27,C1276351035,0.0,0.0,M1813635199,0.0,0.0,0,0
329,PAYMENT,20577.34,C1743447353,158726.0,138148.66,M1892322375,0.0,0.0,0,0
282,CASH_OUT,100482.38,C1190005325,0.0,0.0,C139528364,396300.58,496782.96,0,0
9,PAYMENT,4741.36,C307224900,0.0,0.0,M2115063000,0.0,0.0,0,0
282,PAYMENT,1470.08,C1141492919,355676.32,354206.24,M2119731308,0.0,0.0,0,0
94,CASH_OUT,166807.84,C1777126755,0.0,0.0,C421189395,703135.04,869942.89,0,0
188,CASH_OUT,121533.34,C1050290933,0.0,0.0,C1927780580,235726.52,357259.86,0,0
165,PAYMENT,6216.16,C1056404792,10337.0,4120.84,M2055444457,0.0,0.0,0,0
133,CASH_OUT,269437.76,C1698689849,204615.0,0.0,C451216565,101408.64,35879.09,0,0
179,CASH_OUT,337594.37,C849718867,31424.0,0.0,C1715880918,1822595.88,2160190.26,0,0
202,PAYMENT,3122.58,C162703991,0.0,0.0,M428955891,0.0,0.0,0,0
209,PAYMENT,29355.24,C1985272889,179628.14,150272.9,M640089221,0.0,0.0,0,0
451,CASH_IN,69029.66,C1456733371,5334273.54,5403303.19,C834127913,925536.8,856507.15,0,0
231,CASH_OUT,41038.14,C1752159677,0.0,0.0,C1302711400,817511.08,891335.5,0,0
311,PAYMENT,3176.7,C343784457,12804.0,9627.3,M1620788841,0.0,0.0,0,0
276,CASH_OUT,11807.57,C1929315774,3103.0,0.0,C1568516937,632822.03,644629.61,0,0
187,PAYMENT,7341.73,C1432947633,0.0,0.0,M1793178575,0.0,0.0,0,0
250,CASH_OUT,121032.52,C129366853,0.0,0.0,C2003439595,8698032.7,8656386.7,0,0
34,CASH_OUT,473531.73,C400481940,0.0,0.0,C835438390,806305.53,1547283.6,0,0
378,CASH_IN,22352.38,C2125881792,134.0,22486.38,C727750511,0.0,0.0,0,0
37,CASH_OUT,129978.66,C1014986273,0.0,0.0,C916992021,671274.46,801253.12,0,0
278,CASH_IN,75112.51,C814595879,7537776.08,7612888.59,C800280961,453561.02,378448.52,0,0
208,CASH_OUT,33837.85,C501658122,222953.0,189115.15,C472218115,0.0,33837.85,0,0
38,CASH_IN,199809.01,C2116395127,525636.16,725445.17,C1200289009,203483.4,3674.39,0,0
378,PAYMENT,13235.43,C1915129358,0.0,0.0,M2023396561,0.0,0.0,0,0
35,CASH_IN,182488.63,C1638529212,165094.0,347582.63,C911192929,140060.23,0.0,0,0
401,CASH_OUT,280026.34,C1820109400,0.0,0.0,C2071064847,816553.08,1193244.51,0,0
258,CASH_IN,280782.66,C2119173733,5604218.05,5885000.71,C1342317465,446324.87,165542.21,0,0
131,CASH_IN,225192.07,C782584627,753672.77,978864.84,C846326826,1174771.67,949579.61,0,0
165,TRANSFER,140433.58,C939493235,0.0,0.0,C2069112293,501371.52,641805.09,0,0
416,TRANSFER,428505.31,C1149563236,29357.74,0.0,C435658703,875572.44,1304077.75,0,0
398,PAYMENT,11320.49,C734335969,0.0,0.0,M1141518928,0.0,0.0,0,0
298,PAYMENT,38845.16,C1380094954,11171.0,0.0,M1801838293,0.0,0.0,0,0
256,CASH_IN,125949.9,C1471472072,2927410.16,3053360.07,C122688040,2201534.63,2075584.73,0,0
285,CASH_OUT,108542.32,C764617060,0.0,0.0,C1799466141,435801.09,544343.41,0,0
45,CASH_IN,174938.08,C1618584085,10901.0,185839.08,C522945366,268098.17,93160.1,0,0
275,CASH_OUT,116933.78,C843135229,11303.0,0.0,C431401126,493254.92,610188.7,0,0
262,CASH_OUT,151415.24,C506689212,3829.97,0.0,C966854413,875467.33,1026882.57,0,0
403,PAYMENT,3343.28,C167833414,149332.9,145989.62,M1220993730,0.0,0.0,0,0
688,PAYMENT,32934.84,C1540011540,73151.72,40216.88,M1364383257,0.0,0.0,0,0
284,PAYMENT,18421.76,C32311738,0.0,0.0,M1852687693,0.0,0.0,0,0
210,CASH_OUT,61938.11,C1979756464,145920.22,83982.11,C382389927,228981.87,290919.97,0,0
260,CASH_IN,260576.87,C2026010294,835791.6,1096368.46,C1900645000,5698690.2,5438113.33,0,0
203,CASH_IN,295456.84,C102943784,2425.0,297881.84,C161886767,511780.64,216323.79,0,0
398,CASH_OUT,407732.41,C1738551988,31333.0,0.0,C37576189,0.0,407732.41,0,0
252,CASH_IN,261919.12,C1231255091,6425567.73,6687486.86,C694492825,1009510.92,747591.8,0,0
328,CASH_OUT,400663.53,C1335011685,0.0,0.0,C1405161700,3078344.57,3479008.1,0,0
282,PAYMENT,8670.85,C1833544529,10188.0,1517.15,M1247281323,0.0,0.0,0,0
13,CASH_OUT,54552.22,C911469934,0.0,0.0,C1871989652,1731484.94,1786037.16,0,0
524,CASH_OUT,219001.81,C950636168,303797.24,84795.42,C590517655,2157457.2,2376459.01,0,0
232,CASH_OUT,232612.47,C1125527148,2769.0,0.0,C1959503228,5435.4,238047.87,0,0
44,CASH_IN,174700.03,C1033996690,10059.0,184759.03,C5958610,4875281.34,4700581.31,0,0
209,PAYMENT,1363.99,C225778693,5287.0,3923.01,M946038518,0.0,0.0,0,0
39,TRANSFER,89967.85,C1456791298,0.0,0.0,C1174969295,121556.3,418518.5,0,0
284,PAYMENT,5965.84,C78932151,9029.3,3063.45,M554666009,0.0,0.0,0,0
138,CASH_IN,38804.37,C373820408,159473.0,198277.37,C918195499,189444.3,150639.93,0,0
274,CASH_OUT,39432.24,C1127983959,42071.0,2638.76,C1185000971,0.0,39432.24,0,0
156,CASH_IN,8239.34,C1948238765,9484.0,17723.34,C129695522,0.0,0.0,0,0
44,CASH_IN,238733.34,C1203093347,4579414.86,4818148.2,C1991060921,3766261.56,3527528.22,0,0
305,CASH_IN,374486.83,C1579172244,5561.0,380047.83,C242341592,120663.87,0.0,0,0
374,PAYMENT,17211.31,C409803084,0.0,0.0,M1301406213,0.0,0.0,0,0
233,CASH_IN,41007.61,C1727878124,8732500.46,8773508.07,C666541744,220037.11,179029.51,0,0
369,TRANSFER,524560.72,C1674277172,0.0,0.0,C1031514950,976121.33,1500682.05,0,0
308,CASH_IN,50322.96,C1582936571,3866248.86,3916571.82,C1871333841,3257501.34,3207178.38,0,0
182,TRANSFER,824681.89,C975146542,0.0,0.0,C1529083992,2740403.43,3649222.25,0,0
18,PAYMENT,3865.7,C516744996,0.0,0.0,M511838785,0.0,0.0,0,0
234,CASH_OUT,147081.62,C864786930,41740.0,0.0,C1863622536,54341.73,201423.35,0,0
277,CASH_OUT,129795.16,C1811645060,0.0,0.0,C1028385776,427413.61,557208.77,0,0
281,PAYMENT,9191.88,C1476997956,95467.19,86275.32,M1448920629,0.0,0.0,0,0
156,PAYMENT,23985.59,C1269143597,30441.0,6455.41,M855853438,0.0,0.0,0,0
229,CASH_OUT,131502.46,C932342419,0.0,0.0,C1290709332,518182.51,1095006.9,0,0
18,CASH_OUT,30158.67,C1415331342,11801.0,0.0,C1999065087,1479300.71,1509459.38,0,0
40,TRANSFER,434957.03,C51893446,9953.0,0.0,C363772555,65745.84,500702.88,0,0
597,PAYMENT,3315.62,C847844661,0.0,0.0,M1014142078,0.0,0.0,0,0
228,CASH_OUT,18269.91,C175408354,56207.21,37937.3,C255045189,952479.29,970749.2,0,0
139,PAYMENT,12768.45,C1363002365,0.0,0.0,M2083850185,0.0,0.0,0,0
408,PAYMENT,631.53,C1985381544,1868.0,1236.47,M1394156897,0.0,0.0,0,0
17,CASH_OUT,255671.64,C135598292,0.0,0.0,C1514560892,602321.14,857992.78,0,0
259,CASH_IN,250310.74,C1813854622,11354.0,261664.74,C1440147923,1202861.49,952550.75,0,0
35,PAYMENT,14217.03,C781204400,136639.88,122422.85,M924025944,0.0,0.0,0,0
206,CASH_OUT,63563.11,C1881871350,18207.0,0.0,C1608851776,0.0,63563.11,0,0
354,CASH_OUT,358595.54,C1388857329,0.0,0.0,C279319573,466026.31,824621.85,0,0
286,PAYMENT,17645.44,C1364256211,5863.0,0.0,M1056082236,0.0,0.0,0,0
120,CASH_IN,191145.21,C1172781238,478543.93,669689.14,C991206184,1408445.44,1217300.23,0,0
185,CASH_OUT,73065.66,C764596587,0.0,0.0,C1151280225,194596.82,267662.48,0,0
230,PAYMENT,9453.11,C296268462,220209.63,210756.53,M1737296323,0.0,0.0,0,0
214,CASH_IN,223146.13,C1444299085,1902227.9,2125374.03,C1558931350,3908053.45,3684907.32,0,0
398,PAYMENT,10535.78,C1320109601,70387.0,59851.22,M2146501309,0.0,0.0,0,0
135,PAYMENT,16634.66,C1952486720,0.0,0.0,M739240254,0.0,0.0,0,0
12,PAYMENT,5539.74,C1773310631,0.0,0.0,M892354397,0.0,0.0,0,0
211,PAYMENT,11435.87,C24901482,49218.65,37782.78,M1585176891,0.0,0.0,0,0
378,PAYMENT,14459.05,C2046724281,69672.0,55212.95,M955642774,0.0,0.0,0,0
138,PAYMENT,22989.35,C1601331939,41872.0,18882.65,M581159370,0.0,0.0,0,0
187,CASH_OUT,79289.7,C662657490,157286.23,77996.53,C355530332,1176536.24,1255825.94,0,0
308,CASH_IN,133972.11,C1694394613,35452.0,169424.11,C478432101,4991776.87,4857804.77,0,0
327,CASH_IN,30049.78,C436249267,4577844.83,4607894.61,C1626008393,280019.08,249969.3,0,0
182,PAYMENT,27341.54,C2013341707,0.0,0.0,M1130665203,0.0,0.0,0,0
276,CASH_OUT,377799.64,C456232879,0.0,0.0,C1042309658,1356711.06,1734510.7,0,0
261,CASH_IN,98614.59,C1926435815,477002.23,575616.82,C882983912,174268.23,75653.64,0,0
43,PAYMENT,19001.79,C305925715,0.0,0.0,M1616122282,0.0,0.0,0,0
384,PAYMENT,4097.42,C1118880950,32143.0,28045.58,M1585685202,0.0,0.0,0,0
306,PAYMENT,11393.2,C2049606160,50230.0,38836.8,M643551944,0.0,0.0,0,0
186,TRANSFER,274352.38,C1640251012,0.0,0.0,C1147229842,533967.76,808320.14,0,0
299,PAYMENT,13565.15,C781899682,72230.0,58664.85,M273278846,0.0,0.0,0,0
332,CASH_IN,143374.33,C1599001117,53609.0,196983.33,C1743428691,0.0,0.0,0,0
279,CASH_OUT,369728.33,C1312418197,31004.0,0.0,C108035029,0.0,369728.33,0,0
282,PAYMENT,22426.14,C915654778,0.0,0.0,M1197453436,0.0,0.0,0,0
22,CASH_OUT,560692.12,C644747232,0.0,0.0,C368761144,2113160.89,2673853.01,0,0
212,CASH_OUT,190253.82,C1273986719,0.0,0.0,C679483948,2442099.12,2632352.95,0,0
545,CASH_OUT,532255.55,C1330393233,1298.0,0.0,C369240431,479649.31,1011904.86,0,0
132,TRANSFER,277863.3,C2089024053,0.0,0.0,C778165705,1097623.73,1375487.03,0,0
232,CASH_IN,121535.81,C128956727,21166.0,142701.81,C136637843,1236428.56,1114892.75,0,0
14,CASH_IN,305882.03,C640999875,681.0,306563.03,C980685280,136571.0,163335.81,0,0
402,CASH_IN,231434.4,C1654708875,934935.24,1166369.64,C1237742675,1738838.38,1507403.98,0,0
39,TRANSFER,468798.98,C1858642471,257.0,0.0,C668345982,4073566.14,4542365.11,0,0
403,CASH_OUT,15431.62,C1039985994,0.0,0.0,C744585635,109198.8,124630.41,0,0
253,DEBIT,157994.61,C1025652106,169825.0,11830.39,C2102980596,1800205.45,2435929.16,0,0
254,CASH_OUT,64720.48,C1643328761,0.0,0.0,C1893960543,526826.51,591546.99,0,0
155,TRANSFER,1337552.23,C1596485339,0.0,0.0,C1791806117,1571021.03,2908573.26,0,0
235,CASH_IN,207332.02,C217239014,539631.0,746963.02,C1716715638,0.0,0.0,0,0
379,CASH_IN,347624.49,C1158329194,11669155.8,12016780.29,C1281781923,511199.4,163574.92,0,0
157,PAYMENT,13164.53,C1777230248,0.0,0.0,M1536785591,0.0,0.0,0,0
403,CASH_OUT,153525.85,C1940793760,193.0,0.0,C583292855,0.0,153525.85,0,0
305,CASH_OUT,169942.58,C718803021,0.0,0.0,C435762589,6304162.71,6474105.28,0,0
350,CASH_IN,336999.51,C1537070076,30561.0,367560.51,C1035048029,4833.5,0.0,0,0
285,CASH_IN,70497.23,C1902158520,6977489.71,7047986.94,C1527010430,1438165.75,1367668.52,0,0
254,CASH_IN,510585.9,C2122314095,3334378.01,3844963.92,C1748520880,5509678.88,4999092.97,0,0
143,PAYMENT,1695.46,C907075409,20167.0,18471.54,M565439987,0.0,0.0,0,0
257,CASH_IN,6607.26,C500913097,1295728.69,1302335.95,C112807647,795533.45,788926.19,0,0
351,CASH_OUT,277473.91,C1070040018,116.0,0.0,C1557988158,1054594.62,1332068.53,0,0
325,PAYMENT,7820.41,C1895092937,0.0,0.0,M1931996330,0.0,0.0,0,0
324,CASH_OUT,241559.62,C427092153,19803.0,0.0,C1609584903,0.0,241559.62,0,0
260,CASH_IN,3438.07,C1410916415,2545195.66,2548633.74,C1807545817,9297.98,5859.91,0,0
353,CASH_OUT,241145.7,C686952283,120476.0,0.0,C1851149445,0.0,241145.7,0,0
276,PAYMENT,10287.44,C2143704871,0.0,0.0,M579299823,0.0,0.0,0,0
379,TRANSFER,2163464.74,C922227048,0.0,0.0,C1508334675,3949429.47,6112894.21,0,0
206,CASH_OUT,124169.4,C337447309,123251.0,0.0,C581025605,10210278.1,10334447.5,0,0
139,CASH_IN,167797.7,C1511499828,51166.0,218963.7,C1493676049,0.0,0.0,0,0
281,PAYMENT,5962.81,C506745225,174520.94,168558.13,M1221923720,0.0,0.0,0,0
15,PAYMENT,8867.87,C11868838,0.0,0.0,M1391425076,0.0,0.0,0,0
379,CASH_IN,117848.73,C1558641825,7346.0,125194.73,C1040192060,84238.01,0.0,0,0
303,CASH_IN,409051.95,C2047065813,4530356.83,4939408.78,C1405336021,575617.67,166565.72,0,0
132,CASH_IN,89390.81,C917903460,9501328.4,9590719.21,C1102835134,274990.31,185599.5,0,0
402,CASH_IN,166898.81,C1528741727,80858.0,247756.81,C1554013690,2924905.55,2758006.74,0,0
231,CASH_OUT,165432.3,C1327778999,0.0,0.0,C1672810970,1832488.58,1997920.88,0,0
257,CASH_IN,49548.85,C320499036,2769769.48,2819318.33,C89909997,252645.63,203096.78,0,0
352,CASH_OUT,247397.65,C187507553,856778.0,609380.35,C1213754277,291897.93,539295.58,0,0
235,CASH_IN,307244.79,C2050558577,10809592.04,11116836.82,C1588161663,3782889.49,3475644.7,0,0
276,CASH_OUT,65639.04,C963537957,0.0,0.0,C1978002395,69809.02,135448.06,0,0
168,CASH_OUT,265356.77,C637682771,0.0,0.0,C1961992817,808192.67,1073549.44,0,0
132,PAYMENT,31976.45,C1329644717,0.0,0.0,M44435713,0.0,0.0,0,0
20,CASH_IN,152403.79,C1277748326,40544.0,192947.79,C746498063,176794.97,24391.18,0,0
38,CASH_OUT,107733.0,C1255008168,0.0,0.0,C238604134,436011.74,425521.79,0,0
345,PAYMENT,9729.61,C1624692421,10635.0,905.39,M1621587064,0.0,0.0,0,0
20,CASH_OUT,165380.89,C118232361,12817.0,0.0,C504510838,13032.73,178413.62,0,0
132,CASH_OUT,47429.18,C1256057874,0.0,0.0,C642641263,616144.66,663573.85,0,0
165,CASH_OUT,109890.69,C288303685,198149.0,88258.31,C1178169427,22972.76,132863.45,0,0
187,CASH_OUT,25836.02,C405641676,0.0,0.0,C1362369843,222991.15,248827.17,0,0
156,CASH_IN,14313.03,C346618044,1745320.64,1759633.67,C2146249126,51072.33,36759.3,0,0
329,CASH_OUT,182674.76,C780913923,0.0,0.0,C1366834771,975279.83,950470.63,0,0
153,CASH_IN,236868.69,C70870248,1790852.05,2027720.74,C18202306,1427240.44,1190371.75,0,0
